Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
LXP,Lexington Realty Trust,10.06,$2.39B,n/a,Consumer Services US,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/lxp
LXP^C,Lexington Realty Trust,50.5,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/lxp^c
LXK,"Lexmark International, Inc.",39.82,$2.51B,1995,Technology US,Computer Manufacturing,http://www.nasdaq.com/symbol/lxk
LPL,"LG Display Co., Ltd.",11.47,$8.21B,2004,Capital Goods US,Industrial Machinery/Components,http://www.nasdaq.com/symbol/lpl
USA,Liberty All-Star Equity Fund,4.96,$926.73M,1986,n/a,n/a,http://www.nasdaq.com/symbol/usa
ASG,"Liberty All-Star Growth Fund, Inc.",4.05,$100.25M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/asg
LPT,Liberty Property Trust,37.65,$5.53B,n/a,Consumer Services US,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/lpt
LSI,"Life Storage, Inc.",82.9,$3.85B,n/a,Consumer Services US,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/lsi
LOCK,"LifeLock, Inc.",19.7,$1.85B,2012,Technology US,EDP Services,http://www.nasdaq.com/symbol/lock
LITB,"LightInTheBox Holding Co., Ltd.",2.63,$196.07M,2013,Consumer Services US,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/litb
LNC,Lincoln National Corporation,61.4,$14.03B,n/a,Finance US,Life Insurance,http://www.nasdaq.com/symbol/lnc
LNC.WS,Lincoln National Corporation,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/lnc.ws
LNN,Lindsay Corporation,77.82,$827.24M,n/a,Capital Goods US,Industrial Machinery/Components,http://www.nasdaq.com/symbol/lnn
LN,LINE Corporation,37.39,$8.12B,2016,Technology US,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/ln
LNKD,LinkedIn Corporation,190.53,$25.82B,2011,Technology US,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/lnkd
LGF,Lions Gate Entertainment Corporation,23.53,$3.49B,n/a,Consumer Services US,Movies/Entertainment,http://www.nasdaq.com/symbol/lgf
LAD,"Lithia Motors, Inc.",86.92,$2.19B,n/a,Consumer Durables US,Automotive Aftermarket,http://www.nasdaq.com/symbol/lad
LYV,"Live Nation Entertainment, Inc.",28.47,$5.79B,n/a,Consumer Services US,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/lyv
LYG,Lloyds Banking Group Plc,3.05,$54.48B,n/a,Finance US,Commercial Banks,http://www.nasdaq.com/symbol/lyg
SCD,LMP Capital and Income Fund Inc.,12.6,$226.59M,2004,n/a,n/a,http://www.nasdaq.com/symbol/scd
LMT,Lockheed Martin Corporation,267.24,$78.3B,n/a,Capital Goods US,Military/Government/Technical,http://www.nasdaq.com/symbol/lmt
L,Loews Corporation,43.96,$14.81B,n/a,Finance US,Property-Casualty Insurers,http://www.nasdaq.com/symbol/l
LPX,Louisiana-Pacific Corporation,18.31,$2.6B,n/a,Basic Industries US,Forest Products,http://www.nasdaq.com/symbol/lpx
LOW,"Lowe&#39;s Companies, Inc.",70.01,$61.23B,n/a,Consumer Services US,RETAIL: Building Materials,http://www.nasdaq.com/symbol/low
LXU,Lsb Industries Inc.,8.54,$238.36M,n/a,Basic Industries US,Major Chemicals,http://www.nasdaq.com/symbol/lxu
LKSD,"LSC Communications, Inc.",17.55,$577.4M,2016,Miscellaneous,Publishing,http://www.nasdaq.com/symbol/lksd
LTC,"LTC Properties, Inc.",45.72,$1.79B,n/a,Consumer Services US,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/ltc
LUB,"Luby&#39;s, Inc.",4.21,$121.84M,n/a,Consumer Services US,Restaurants,http://www.nasdaq.com/symbol/lub
LL,"Lumber Liquidators Holdings, Inc",16.83,$458.58M,2007,Consumer Services US,RETAIL: Building Materials,http://www.nasdaq.com/symbol/ll
LXFR,Luxfer Holdings PLC,9.84,$257.81M,2012,Basic Industries US,Major Chemicals,http://www.nasdaq.com/symbol/lxfr
LXFT,"Luxoft Holding, Inc.",54.85,$1.82B,2013,Technology US,EDP Services,http://www.nasdaq.com/symbol/lxft
LUX,"Luxottica Group, S.p.A.",51.85,$24.91B,1990,Health Care US,Ophthalmic Goods,http://www.nasdaq.com/symbol/lux
LDL,"Lydall, Inc.",56.6,$971.1M,n/a,Capital Goods US,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/ldl
WLH,Lyon William Homes,19.2,$608.64M,2013,Capital Goods US,Homebuilding,http://www.nasdaq.com/symbol/wlh
LYB,LyondellBasell Industries NV,82.4,$33.58B,n/a,Basic Industries US,Major Chemicals,http://www.nasdaq.com/symbol/lyb
MTB,M&T Bank Corporation,139.95,$21.7B,n/a,Finance US,Major Banks,http://www.nasdaq.com/symbol/mtb
MTB.WS,M&T Bank Corporation,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mtb.ws
MTB^,M&T Bank Corporation,1070,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mtb^
MTB^C,M&T Bank Corporation,1057.5,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mtb^c
MDC,"M.D.C. Holdings, Inc.",25.65,$1.26B,n/a,Capital Goods US,Homebuilding,http://www.nasdaq.com/symbol/mdc
MHO,"M/I Homes, Inc.",22.32,$550.61M,1993,Capital Goods US,Homebuilding,http://www.nasdaq.com/symbol/mho
MHO^A,"M/I Homes, Inc.",25.4676,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mho^a
MAC,Macerich Company (The),72.04,$10.35B,1994,Consumer Services US,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/mac
CLI,Mack-Cali Realty Corporation,26.61,$2.39B,n/a,Consumer Services US,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cli
MGU,Macquarie Global Infrastructure Total Return Fund Inc.,18.35,$228.79M,2005,n/a,n/a,http://www.nasdaq.com/symbol/mgu
MIC,Macquarie Infrastructure Company,78.37,$6.41B,2004,Energy US,Oil Refining/Marketing,http://www.nasdaq.com/symbol/mic
MFD,Macquarie/First Trust Global,10.89,$93.03M,2004,n/a,n/a,http://www.nasdaq.com/symbol/mfd
BMA,Macro Bank Inc.,68.4,$4B,n/a,Finance US,Commercial Banks,http://www.nasdaq.com/symbol/bma
M,Macy&#39;s Inc,41.56,$12.7B,n/a,Consumer Services US,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/m
MCN,Madison Covered Call & Equity Strategy Fund,7.77,$149.72M,2004,n/a,n/a,http://www.nasdaq.com/symbol/mcn
MSP,Madison Strategic Sector Premium Fund,11.75,$68.13M,2005,n/a,n/a,http://www.nasdaq.com/symbol/msp
MMP,Magellan Midstream Partners L.P.,66.98,$15.26B,n/a,Energy US,Natural Gas Distribution,http://www.nasdaq.com/symbol/mmp
MGA,"Magna International, Inc.",38.55,$14.82B,n/a,Capital Goods US,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/mga
MX,MagnaChip Semiconductor Corporation,5.35,$187.24M,2011,Technology US,Semiconductors,http://www.nasdaq.com/symbol/mx
MH^A,"Maiden Holdings, Ltd.",25.87,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mh^a
MH^C,"Maiden Holdings, Ltd.",25.13,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mh^c
MHLA,"Maiden Holdings, Ltd.",24.94,n/a,2016,n/a,n/a,http://www.nasdaq.com/symbol/mhla
MHNB,"Maiden Holdings, Ltd.",25.3328,n/a,2012,Finance US,Property-Casualty Insurers,http://www.nasdaq.com/symbol/mhnb
MHNC,"Maiden Holdings, Ltd.",25.68,n/a,2013,Finance US,Property-Casualty Insurers,http://www.nasdaq.com/symbol/mhnc
MAIN,Main Street Capital Corporation,36.4,$1.93B,2007,n/a,n/a,http://www.nasdaq.com/symbol/main
MSCA,Main Street Capital Corporation,25.625,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/msca
MMD,MainStay DefinedTerm Municipal Opportunities Fund,18.11,$499.01M,2012,n/a,n/a,http://www.nasdaq.com/symbol/mmd
MNK,Mallinckrodt plc,67.88,$7.31B,2013,Health Care US,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mnk
MZF,Managed Duration Investment Grade Municipal Fund,13.63,$92.69M,2003,n/a,n/a,http://www.nasdaq.com/symbol/mzf
MANU,Manchester United Ltd.,15,$2.46B,2012,Consumer Services US,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/manu
MTW,"Manitowoc Company, Inc. (The)",5.2,$721.61M,n/a,Capital Goods US,Construction/Ag Equipment/Trucks,http://www.nasdaq.com/symbol/mtw
MFS,"Manitowoc Food Service, Inc.",17.57,$2.43B,2016,Technology US,Industrial Machinery/Components,http://www.nasdaq.com/symbol/mfs
MN,"Manning & Napier, Inc.",6.7,$100.53M,2011,Finance US,Investment Managers,http://www.nasdaq.com/symbol/mn
MAN,ManpowerGroup,84.35,$5.66B,n/a,Technology US,Professional Services,http://www.nasdaq.com/symbol/man
MFC,Manulife Financial Corp,17.08,$33.7B,n/a,Finance US,Life Insurance,http://www.nasdaq.com/symbol/mfc
MRO,Marathon Oil Corporation,14.93,$12.65B,n/a,Energy US,Oil & Gas Production,http://www.nasdaq.com/symbol/mro
MPC,Marathon Petroleum Corporation,43.59,$23.01B,n/a,Energy US,Integrated oil Companies,http://www.nasdaq.com/symbol/mpc
MMI,"Marcus & Millichap, Inc.",26.87,$1.01B,2013,Finance US,Real Estate,http://www.nasdaq.com/symbol/mmi
MCS,Marcus Corporation (The),28.75,$794.41M,n/a,Consumer Services US,Movies/Entertainment,http://www.nasdaq.com/symbol/mcs
MRIN,Marin Software Incorporated,2.4,$92.75M,2013,Technology US,EDP Services,http://www.nasdaq.com/symbol/mrin
MHG,Marine Harvest ASA,17.07,$7.68B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mhg
MPX,Marine Products Corporation,9.6,$368.21M,n/a,Capital Goods US,Marine Transportation US,http://www.nasdaq.com/symbol/mpx
HZO,"MarineMax, Inc.",17.1,$442.11M,1998,Consumer Services US,Other Specialty Stores,http://www.nasdaq.com/symbol/hzo
MKL,Markel Corporation,876.98,$12.27B,1986,Finance US,Property-Casualty Insurers,http://www.nasdaq.com/symbol/mkl
VAC,Marriot Vacations Worldwide Corporation,76.26,$2.06B,n/a,Finance US,Real Estate,http://www.nasdaq.com/symbol/vac
MMC,"Marsh & McLennan Companies, Inc.",67.61,$34.86B,n/a,Finance US,Specialty Insurers,http://www.nasdaq.com/symbol/mmc
MLM,"Martin Marietta Materials, Inc.",231.5,$14.69B,1994,Basic Industries US,Mining & Quarrying of Nonmetallic Minerals (No Fuels),http://www.nasdaq.com/symbol/mlm
MAS,Masco Corporation,31.65,$10.39B,n/a,Basic Industries US,Forest Products,http://www.nasdaq.com/symbol/mas
DOOR,Masonite International Corporation,66.95,$2.01B,n/a,Basic Industries US,Forest Products,http://www.nasdaq.com/symbol/door
MTZ,"MasTec, Inc.",36.7,$3.02B,n/a,Basic Industries US,Water Supply,http://www.nasdaq.com/symbol/mtz
MA,Mastercard Incorporated,101.14,$112.15B,2006,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/ma
MTDR,Matador Resources Company,23.38,$2.19B,2012,Energy US,Oil & Gas Production,http://www.nasdaq.com/symbol/mtdr
MTRN,Materion Corporation,37.6,$749.66M,n/a,Capital Goods US,Industrial Specialties,http://www.nasdaq.com/symbol/mtrn
MATX,"Matson, Inc.",39.05,$1.67B,n/a,Consumer Services US,Marine Transportation US,http://www.nasdaq.com/symbol/matx
MLP,"Maui Land & Pineapple Company, Inc.",6.55,$124.59M,n/a,Finance US,Real Estate,http://www.nasdaq.com/symbol/mlp
MMS,"Maximus, Inc.",54.38,$3.53B,1997,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/mms
MXL,"MaxLinear, Inc",21.15,$1.36B,2010,Technology US,Semiconductors,http://www.nasdaq.com/symbol/mxl
MBI,"MBIA, Inc.",9.29,$1.26B,1987,Finance US,Property-Casualty Insurers,http://www.nasdaq.com/symbol/mbi
MNI,McClatchy Company (The),15.02,$113.78M,1988,Consumer Services US,Newspapers/Magazines,http://www.nasdaq.com/symbol/mni
MKC,"McCormick & Company, Incorporated",91.91,$11.59B,n/a,Consumer Non-Durables US,Packaged Foods,http://www.nasdaq.com/symbol/mkc
MKC.V,"McCormick & Company, Incorporated",n/a,n/a,n/a,Consumer Non-Durables US,Packaged Foods,http://www.nasdaq.com/symbol/mkc.v
MDR,"McDermott International, Inc.",5.74,$1.39B,n/a,Capital Goods US,Metal Fabrications,http://www.nasdaq.com/symbol/mdr
MCD,McDonald&#39;s Corporation,117.86,$97.88B,n/a,Consumer Services US,Restaurants,http://www.nasdaq.com/symbol/mcd
MUX,McEwen Mining Inc.,2.86,$856.44M,n/a,Basic Industries US,Precious Metals,http://www.nasdaq.com/symbol/mux
MCK,McKesson Corporation,143.69,$32.49B,n/a,Health Care US,Other Pharmaceuticals,http://www.nasdaq.com/symbol/mck
MDU,"MDU Resources Group, Inc.",27.68,$5.41B,n/a,Basic Industries US,Mining & Quarrying of Nonmetallic Minerals (No Fuels),http://www.nasdaq.com/symbol/mdu
MJN,Mead Johnson Nutrition Company,72.25,$13.35B,2009,Consumer Non-Durables US,Packaged Foods,http://www.nasdaq.com/symbol/mjn
MTL,Mechel PAO,6.5,$1.35B,2004,Basic Industries US,Steel/Iron Ore,http://www.nasdaq.com/symbol/mtl
MTL^,Mechel PAO,1.07,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mtl^
MRT,"MedEquities Realty Trust, Inc.",10.8,$342.19M,2016,Consumer Services US,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/mrt
MEG,"Media General, Inc.",18.55,$2.4B,n/a,Consumer Services US,Broadcasting,http://www.nasdaq.com/symbol/meg
MPW,"Medical Properties Trust, Inc.",12.31,$3.94B,2005,Consumer Services US,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/mpw
MED,MEDIFAST INC,39.11,$463.39M,n/a,Consumer Non-Durables US,Packaged Foods,http://www.nasdaq.com/symbol/med
MCC,Medley Capital Corporation,7.85,$429.89M,2011,n/a,n/a,http://www.nasdaq.com/symbol/mcc
MCQ,Medley Capital Corporation,25.4241,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mcq
MCV,Medley Capital Corporation,25.2395,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mcv
MCX,Medley Capital Corporation,25.24,n/a,2015,n/a,n/a,http://www.nasdaq.com/symbol/mcx
MDLX,Medley LLC,23.29,n/a,2016,Finance US,Investment Managers,http://www.nasdaq.com/symbol/mdlx
MDLY,Medley Management Inc.,9.35,$272.19M,2014,Finance US,Investment Managers,http://www.nasdaq.com/symbol/mdly
MD,"Mednax, Inc",62.98,$5.9B,n/a,Health Care US,Hospital/Nursing Management,http://www.nasdaq.com/symbol/md
MDT,Medtronic plc,78.75,$108.83B,n/a,Health Care US,BioTechnology US: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/mdt
MRK,"Merck & Company, Inc.",63.53,$175.16B,n/a,Health Care US,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mrk
MCY,Mercury General Corporation,57.66,$3.19B,n/a,Finance US,Property-Casualty Insurers,http://www.nasdaq.com/symbol/mcy
MDP,Meredith Corporation,52.6,$2.34B,n/a,Consumer Services US,Newspapers/Magazines,http://www.nasdaq.com/symbol/mdp
MTH,Meritage Corporation,34.5,$1.38B,n/a,Capital Goods US,Homebuilding,http://www.nasdaq.com/symbol/mth
MTOR,"Meritor, Inc.",11.99,$1.04B,n/a,Capital Goods US,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/mtor
MER^K,"Merrill Lynch & Co., Inc.",25.43,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mer^k
MER^P,"Merrill Lynch & Co., Inc.",25.7,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mer^p
PIY,"Merrill Lynch Depositor, Inc.",26.2,n/a,n/a,Finance US,Finance US: Consumer Services US,http://www.nasdaq.com/symbol/piy
MTR,Mesa Royalty Trust,9,$16.77M,n/a,Energy US,Oil & Gas Production,http://www.nasdaq.com/symbol/mtr
MSB,Mesabi Trust,9.9,$129.89M,n/a,Basic Industries US,Precious Metals,http://www.nasdaq.com/symbol/msb
MPG,Metaldyne Performance Group Inc.,19.55,$1.3B,2014,Capital Goods US,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/mpg
MEI,"Methode Electronics, Inc.",36,$1.33B,n/a,Capital Goods US,Electrical Products,http://www.nasdaq.com/symbol/mei
MET,"MetLife, Inc.",54.5,$59.9B,2000,Finance US,Life Insurance,http://www.nasdaq.com/symbol/met
MET^A,"MetLife, Inc.",24.09,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/met^a
MTD,"Mettler-Toledo International, Inc.",419.28,$11B,1997,Capital Goods US,BioTechnology US: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/mtd
MXE,"Mexico Equity and Income Fund, Inc. (The)",9.11,$67.71M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mxe
MXF,"Mexico Fund, Inc. (The)",14.26,$214.52M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mxf
MFA,"MFA Financial, Inc.",7.37,$2.74B,n/a,Consumer Services US,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/mfa
MFA^B,"MFA Financial, Inc.",24.42,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mfa^b
MFO,"MFA Financial, Inc.",24.95,n/a,n/a,Consumer Services US,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/mfo
MFCB,MFC Bancorp Ltd.,2.08,$131.34M,n/a,Finance US,Commercial Banks,http://www.nasdaq.com/symbol/mfcb
MCR,MFS Charter Income Trust,8.12,$422.33M,1989,n/a,n/a,http://www.nasdaq.com/symbol/mcr
MGF,MFS Government Markets Income Trust,5.04,$164.31M,1987,n/a,n/a,http://www.nasdaq.com/symbol/mgf
MIN,MFS Intermediate Income Trust,4.38,$515.69M,1988,n/a,n/a,http://www.nasdaq.com/symbol/min
MMT,MFS Multimarket Income Trust,5.71,$430.48M,1987,n/a,n/a,http://www.nasdaq.com/symbol/mmt
MFM,MFS Municipal Income Trust,6.61,$272.25M,1986,n/a,n/a,http://www.nasdaq.com/symbol/mfm
MFV,MFS Special Value Trust,5.43,$38.47M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mfv
MTG,MGIC Investment Corporation,8.82,$3B,1991,Finance US,Property-Casualty Insurers,http://www.nasdaq.com/symbol/mtg
MGP,MGM Growth Properties LLC,23.95,$1.38B,2016,Consumer Services US,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/mgp
MGM,MGM Resorts International,27.37,$15.69B,n/a,Consumer Services US,Hotels/Resorts,http://www.nasdaq.com/symbol/mgm
KORS,Michael Kors Holdings Limited,47.16,$7.75B,2011,Consumer Non-Durables US,Apparel,http://www.nasdaq.com/symbol/kors
MAA,"Mid-America Apartment Communities, Inc.",92.7,$7B,1994,Consumer Services US,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/maa
MEP,"Midcoast Energy US Partners, L.P.",7.4,$334.63M,2013,Public Utilities US,Oil & Gas Production,http://www.nasdaq.com/symbol/mep
MSL,MidSouth Bancorp,10.4,$118.17M,n/a,Finance US,Major Banks,http://www.nasdaq.com/symbol/msl
MCRN,Milacron Holdings Corp.,15.1,$1.03B,2015,Technology US,Industrial Machinery/Components,http://www.nasdaq.com/symbol/mcrn
MLR,"Miller Industries, Inc.",25.2,$285.91M,n/a,Capital Goods US,Construction/Ag Equipment/Trucks,http://www.nasdaq.com/symbol/mlr
HIE,Miller/Howard High Income Equity Fund,11.95,$160.34M,2014,n/a,n/a,http://www.nasdaq.com/symbol/hie
MTX,Minerals Technologies Inc.,74.25,$2.59B,1992,Basic Industries US,Major Chemicals,http://www.nasdaq.com/symbol/mtx
MP^D,Mississippi Power Company,25.7164,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mp^d
MG,Mistras Group Inc,22.16,$646.74M,2009,Consumer Services US,Military/Government/Technical,http://www.nasdaq.com/symbol/mg
MTU,Mitsubishi UFJ Financial Group Inc,5.95,$80.8B,n/a,Finance US,Commercial Banks,http://www.nasdaq.com/symbol/mtu
MIXT,MiX Telematics Limited,5.87,$132.02M,2013,Technology US,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mixt
MFG,"Mizuho Financial Group, Inc.",3.51,$43.92B,n/a,Finance US,Major Banks,http://www.nasdaq.com/symbol/mfg
MBT,Mobile TeleSystems OJSC,7.34,$7.58B,n/a,Public Utilities US,Telecommunications Equipment,http://www.nasdaq.com/symbol/mbt
MBLY,Mobileye N.V.,39.77,$8.7B,2014,Technology US,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mbly
MODN,"Model N, Inc.",8.4,$232.41M,2013,Technology US,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/modn
MOD,Modine Manufacturing Company,11.65,$556.62M,n/a,Capital Goods US,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/mod
MC,Moelis & Company,28.4,$585.19M,2014,Finance US,Investment Managers,http://www.nasdaq.com/symbol/mc
MHK,"Mohawk Industries, Inc.",197.25,$14.63B,n/a,Consumer Durables US,Home Furnishings,http://www.nasdaq.com/symbol/mhk
MOH,Molina Healthcare Inc,49.93,$2.84B,2003,Health Care US,Medical Specialities,http://www.nasdaq.com/symbol/moh
TAP,Molson Coors Brewing  Company,96.82,$15.76B,n/a,Consumer Non-Durables US,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/tap
TAP.A,Molson Coors Brewing  Company,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tap.a
MNR,Monmouth Real Estate Investment Corporation,13.41,$907.95M,n/a,Consumer Services US,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/mnr
MNR^B,Monmouth Real Estate Investment Corporation,25.8,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mnr^b
MNR^C,Monmouth Real Estate Investment Corporation,24.55,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mnr^c
MORE          ,"Monogram Residential Trust, Inc.",10.8,$1.8B,n/a,Consumer Services US,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/more
MON,Monsanto Company,98.09,$42.96B,n/a,Basic Industries US,Agricultural Chemicals,http://www.nasdaq.com/symbol/mon
MCO,Moody&#39;s Corporation,100.06,$19.13B,n/a,Finance US,Finance US: Consumer Services US,http://www.nasdaq.com/symbol/mco
MOG.A,Moog Inc.,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mog.a
MOG.B,Moog Inc.,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mog.b
MS,Morgan Stanley,39.35,$73.7B,n/a,Finance US,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/ms
MS^A,Morgan Stanley,21.32,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ms^a
MS^E,Morgan Stanley,27.28,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ms^e
MS^F,Morgan Stanley,26.87,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ms^f
MS^G,Morgan Stanley,25.51,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ms^g
MS^I,Morgan Stanley,25.87,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ms^i
APF,"Morgan Stanley Asia-Pacific Fund, Inc.",13.71,$189.88M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/apf
CAF,Morgan Stanley China A Share Fund Inc.,17.72,$387.74M,2006,n/a,n/a,http://www.nasdaq.com/symbol/caf
MSD,"Morgan Stanley Emerging Markets Debt Fund, Inc.",8.82,$188.16M,1993,n/a,n/a,http://www.nasdaq.com/symbol/msd
EDD,"Morgan Stanley Emerging Markets Domestic Debt Fund, Inc.",7,$469.88M,2007,n/a,n/a,http://www.nasdaq.com/symbol/edd
MSF,"Morgan Stanley Emerging Markets Fund, Inc.",13.36,$193.48M,1991,n/a,n/a,http://www.nasdaq.com/symbol/msf
IIF,"Morgan Stanley India Investment Fund, Inc.",26.33,$388.06M,1994,n/a,n/a,http://www.nasdaq.com/symbol/iif
MOS,Mosaic Company (The),28.29,$9.91B,n/a,Basic Industries US,Agricultural Chemicals,http://www.nasdaq.com/symbol/mos
MSI,"Motorola Solutions, Inc.",80.6,$13.38B,n/a,Technology US,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/msi
